srch_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score,prop_accesibility_score,prop_log_historical_price,price_usd,promotion_flag,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,alt_id,in_ai_sample500,ai_score_sample500,booking_ai_sample500,ai_choice_sample500
163324,3,5,1,1,0,5,139,0,13,2,1,1,1,22,True,-0.640621860236156,0,NO_PURCHASE
163586,4,5,1,4,0,5,115,1,0,2,0,1,1,1,True,1.737605172045556,1,1
163586,3,5,1,3,0,5,69,0,0,2,0,1,1,2,True,0.7251710120438326,0,1
163586,4,5,1,2,0,5,79,0,0,2,0,1,1,3,True,0.5674938084103556,0,1
163586,4,4,1,3,0,5,135,0,0,2,0,1,1,4,True,0.10830053797276828,0,1
163586,3,5,1,2,0,5,64,0,0,2,0,1,1,5,True,0.22932420180753205,0,1
163586,3,3,1,3,0,4,59,0,0,2,0,1,1,6,True,-0.5773483325206354,0,1
163586,2,4,1,2,0,4,55,0,0,2,0,1,1,7,True,-0.7696327920745584,0,1
163586,2,3,1,2,0,5,69,0,0,2,0,1,1,8,True,-1.6354738330404945,0,1
163586,3,2,1,2,0,4,64,0,0,2,0,1,1,9,True,-1.8365093568795374,0,1
163586,3,4,1,2,0,5,80,0,0,2,0,1,1,10,True,-0.5620474562006239,0,1
163586,3,4,1,3,0,5,99,0,0,2,0,1,1,11,True,-0.13166801503061598,0,1
163586,2,5,1,1,0,4,85,0,0,2,0,1,1,12,True,-0.7125962173299125,0,1
163586,3,5,1,4,0,5,169,0,0,2,0,1,1,13,True,0.7767749607588603,0,1
163586,3,4,0,3,0,4,59,0,0,2,0,1,1,14,True,-0.060796524873957036,0,1
163586,3,4,1,2,0,5,75,0,0,2,0,1,1,15,True,-0.5386662529626621,0,1
163586,3,5,1,2,0,5,69,0,0,2,0,1,1,16,True,0.20594299856957032,0,1
163586,3,3,1,3,0,5,84,0,0,2,0,1,1,17,True,-0.7780762129634091,0,1
163586,3,5,1,0,0,5,109,0,0,2,0,1,1,18,True,-1.019562654282648,0,1
163586,4,5,1,2,0,5,79,0,0,2,0,1,1,19,True,0.5674938084103556,0,1
163586,3,5,1,0,0,5,69,0,0,2,0,1,1,20,True,-0.8325130283789541,0,1
163586,4,5,1,3,0,5,99,0,0,2,0,1,1,21,True,0.993197008932771,0,1
163586,2,3,1,2,0,4,46,0,0,2,0,1,1,22,True,-1.4440984338929055,0,1
163586,3,5,1,2,0,5,84,0,0,2,0,1,1,23,True,0.13579938885568515,0,1
163586,3,3,1,3,0,5,62,0,0,2,0,1,1,24,True,-0.6751989187163776,0,1
163586,2,4,1,2,0,4,109,0,0,2,0,1,1,25,True,-1.0221497870445448,0,1
163586,2,3,1,2,0,4,59,0,0,2,0,1,1,26,True,-1.504889562311606,0,1
163586,3,5,1,3,0,5,99,0,0,2,0,1,1,27,True,0.5848837926160623,0,1
163586,3,5,1,2,0,5,109,0,0,2,0,1,1,28,True,0.01889337266587654,0,1
163586,3,5,1,1,0,5,99,0,0,2,0,1,1,29,True,-0.45357223433246224,0,1
163586,2,4,1,2,0,4,60,0,0,2,0,1,1,30,True,-0.7930139953125201,0,1
163586,4,5,1,3,0,5,189,0,0,2,0,1,1,31,True,0.5723353506494598,0,1
166229,2,2,0,3,0,0,86,0,0,1,0,1,1,1,True,-1.6931843969571543,0,13
166229,4,4,1,1,0,0,139,0,0,1,0,1,1,2,True,-0.5297511303013,0,13
166229,2,3,1,2,0,0,67,0,0,1,0,1,1,3,True,-1.2070120304804843,0,13
166229,4,4,1,2,0,0,145,0,0,1,0,1,1,4,True,-0.03858056071259186,0,13
166229,2,3,0,2,0,0,79,0,0,1,0,1,1,5,True,-1.4631269182515925,0,13
166229,3,4,1,2,0,0,99,0,0,1,0,1,1,6,True,-0.23178670724005268,0,13
166229,2,3,1,2,0,0,100,0,0,1,0,1,1,7,True,-1.3613279718510316,0,13
166229,3,3,1,2,0,0,90,0,0,1,0,1,1,8,True,-0.9062523490584,0,13
166229,2,3,1,1,0,0,189,0,0,1,0,1,1,9,True,-2.2967414029610125,0,13
166229,3,5,1,1,0,0,109,0,0,1,0,1,1,10,True,-0.08122531954355999,0,13
166229,3,5,1,2,0,0,94,0,0,1,0,1,1,11,True,0.5081463036445875,0,13
166229,2,3,1,2,0,0,84,0,0,1,0,1,1,12,True,-1.2865081214895542,0,13
166229,3,5,1,2,0,0,110,1,0,1,0,1,1,13,True,0.7333264532831099,1,13
166229,3,3,1,1,0,0,95,0,0,1,0,1,1,14,True,-1.4488615657706239,0,13
166229,3,4,1,2,0,0,100,0,0,1,0,1,1,15,True,-0.23646294788764505,0,13
168590,4,4,1,3,0,5,144,0,0,2,0,1,0,1,True,0.06621437214443715,0,24
168590,3,4,0,3,0,5,91,0,0,2,0,1,0,2,True,-0.29425808984987717,0,24
168590,4,3,1,3,0,5,126,0,0,2,0,1,0,3,True,-0.5661651038455789,0,24
168590,4,4,1,3,0,5,196,0,0,2,0,1,0,4,True,-0.1769501415303648,0,24
168590,4,4,1,3,0,5,201,0,0,2,0,1,0,5,True,-0.20033134476832648,0,24
168590,3,4,1,2,0,5,99,0,0,2,0,1,0,6,True,-0.6508960285048784,0,24
168590,4,5,0,2,0,5,150,0,0,2,0,1,0,7,True,0.03548072243129907,0,24
168590,4,5,1,3,0,6,241,0,0,2,0,1,0,8,True,0.24534897272169287,0,24
168590,4,4,1,0,0,5,258,0,0,2,0,1,0,9,True,-2.0245611021038767,0,24
168590,4,4,1,2,0,5,120,0,0,2,0,1,0,10,True,-0.340783865787609,0,24
168590,5,5,1,2,0,6,302,0,0,2,0,1,0,11,True,-0.15081650393899393,0,24
168590,4,4,1,2,0,5,112,0,0,2,0,1,0,12,True,-0.3033739406068702,0,24
168590,4,4,1,2,0,5,120,0,0,2,0,1,0,13,True,-0.340783865787609,0,24
168590,3,4,0,0,0,5,69,0,0,2,0,1,0,14,True,-1.7490648360256325,0,24
168590,3,4,1,3,0,5,144,0,0,2,0,1,0,15,True,-0.34209884417227154,0,24
168590,4,4,1,2,0,5,124,0,0,2,0,1,0,16,True,-0.35948882837797835,0,24
168590,4,3,1,2,0,5,120,0,0,2,0,1,0,17,True,-1.0573356734342874,0,24
168590,3,3,0,1,0,5,91,0,0,2,0,1,0,18,True,-2.04926592444508,0,24
168590,4,4,1,2,0,5,235,0,0,2,0,1,0,19,True,-0.8785515402607286,0,24
168590,4,3,0,3,0,5,63,0,0,2,0,1,0,20,True,-0.4715619430472612,0,24
168590,3,5,0,2,0,5,91,0,0,2,0,1,0,21,True,-0.0969342956774612,0,24
168590,2,3,0,3,0,5,69,0,0,2,0,1,0,22,True,-1.316245819566232,0,24
168590,4,5,1,1,0,5,256,0,0,2,0,1,0,23,True,-0.7794287996877517,0,24
168590,3,5,1,3,0,5,135,0,0,2,0,1,0,24,True,0.41653912930273784,1,24
168590,3,4,1,3,0,5,77,0,0,2,0,1,0,25,True,-0.02879072078358441,0,24
168590,3,5,1,2,0,5,211,0,0,2,0,1,0,26,True,-0.45808317338854265,0,24
168590,4,5,0,0,0,6,229,0,0,2,0,1,0,27,True,-1.4562201799299859,0,24
168590,4,5,1,0,0,5,196,0,0,2,0,1,0,28,True,-1.0180823743064733,0,24
168590,4,5,0,1,0,5,186,0,0,2,0,1,0,29,True,-0.6520919543562876,0,24
168590,4,4,1,1,0,6,196,0,0,2,0,1,0,30,True,-1.2992280327318546,0,24
168590,4,3,0,1,0,5,135,0,0,2,0,1,0,31,True,-1.8467072966224347,0,24
168817,4,5,1,2,0,0,112,1,10,1,0,1,0,1,True,1.132287188304634,0,2
168817,3,5,1,2,1,0,105,0,10,1,0,1,0,2,True,2.400137929098846,1,2
168817,3,5,0,0,0,0,209,0,10,1,0,1,0,3,True,-1.268077397777057,0,2
171799,4,5,0,6,0,5,59,0,3,2,0,1,1,1,True,2.537930675259252,0,13
171799,3,5,0,6,0,5,59,0,3,2,0,1,1,2,True,2.129617458942543,0,13
171799,2,5,0,6,0,4,59,0,3,2,0,1,1,3,True,1.8051261068788,0,13
171799,3,5,1,2,0,4,59,0,3,2,0,1,1,4,True,0.3365272692984589,0,13
171799,3,3,0,3,0,5,38,1,3,2,0,1,1,5,True,-0.4629691431741612,0,13
171799,4,4,0,6,0,5,58,0,3,2,0,1,1,6,True,1.826055108260166,0,13
171799,3,4,0,6,0,5,52,1,3,2,0,1,1,7,True,1.7457993358290114,0,13
171799,4,2,0,6,0,5,33,0,3,2,0,1,1,8,True,0.5098575091566178,0,13
171799,3,4,0,6,0,5,35,0,3,2,0,1,1,9,True,1.5252954268380812,0,13
171799,3,5,0,6,0,5,44,0,3,2,0,1,1,10,True,2.1997610686564286,0,13
171799,4,3,0,1,0,5,37,1,3,2,0,1,1,11,True,-1.0884357131583848,0,13
171799,3,4,0,6,0,5,52,0,3,2,0,1,1,12,True,1.4457993358290113,0,13
171799,4,5,0,6,0,4,35,0,3,2,0,1,1,13,True,2.7339823150544333,1,13
171799,4,5,0,6,0,5,38,0,3,2,0,1,1,14,True,2.6361317288586914,0,13
171799,3,5,0,6,0,5,52,0,3,2,0,1,1,15,True,2.1623511434756897,0,13
171799,4,5,0,0,0,5,47,1,3,2,0,1,1,16,True,-0.2213225178152139,0,13
171799,3,3,0,6,0,5,42,0,3,2,0,1,1,17,True,0.7760099346582563,0,13
171799,4,3,0,4,0,4,46,0,3,2,0,1,1,18,True,0.21098402568903596,0,13
171799,3,5,0,6,0,5,47,0,3,2,0,1,1,19,True,2.1857323467136514,0,13
171799,4,3,0,3,0,5,58,1,3,2,0,1,1,20,True,-0.14818073980929947,0,13
171799,4,4,0,0,0,5,58,1,3,2,0,1,1,21,True,-0.989312972585408,0,13
171799,2,4,0,6,0,4,35,0,3,2,0,1,1,22,True,1.200804074774338,0,13
171799,3,3,0,5,0,5,48,1,3,2,0,1,1,23,True,0.5287244772984396,0,13
171799,3,3,0,5,0,4,38,1,3,2,0,1,1,24,True,0.6593087480273282,0,13
171799,3,3,0,4,0,5,54,0,3,2,0,1,1,25,True,-0.3185609800613766,0,13
172054,3,4,1,1,0,5,134,0,7,1,1,1,0,1,True,-1.3337924646448727,0,NO_PURCHASE
172054,4,5,0,0,0,5,138,0,7,1,1,1,0,2,True,-0.9468604167461173,0,NO_PURCHASE
172054,2,3,1,1,0,5,71,0,7,1,1,1,0,3,True,-2.1640543278099416,0,NO_PURCHASE
172054,2,3,1,1,0,5,75,0,7,1,1,1,0,4,True,-2.182759290400311,0,NO_PURCHASE
175070,4,5,1,5,0,6,151,0,12,2,0,1,1,1,True,1.7046666579535286,0,13
175070,4,5,0,0,0,5,166,0,12,2,0,1,1,2,True,-1.077795154878703,0,13
175070,4,5,1,5,0,6,159,0,12,2,0,1,1,3,True,1.66725673277279,0,13
175070,5,5,1,4,0,6,396,0,12,2,0,1,1,4,True,0.4480729021358507,0,13
175070,4,5,0,5,0,6,158,1,12,2,0,1,1,5,True,1.7719329734203821,0,13
175070,4,5,1,5,0,6,177,0,12,2,0,1,1,6,True,1.5830844011161278,0,13
175070,4,5,0,5,0,6,215,0,12,2,0,1,1,7,True,1.2053872565076185,0,13
175070,4,5,0,5,0,6,180,0,12,2,0,1,1,8,True,1.3690556791733504,0,13
175070,4,5,1,5,0,5,240,1,12,2,0,1,1,9,True,1.672303104570775,0,13
175070,4,5,1,4,0,6,170,0,12,2,0,1,1,10,True,1.0965900721750117,0,13
175070,4,5,0,5,0,6,200,0,12,2,0,1,1,11,True,1.2755308662215037,0,13
175070,5,5,1,5,0,6,181,0,12,2,0,1,1,12,True,1.9726926548424666,0,13
175070,4,5,1,5,0,5,153,1,12,2,0,1,1,13,True,2.079136040911309,1,13
175070,4,5,1,2,0,6,150,0,12,2,0,1,1,14,True,0.1516588581783338,0,13
175070,4,5,1,5,0,6,160,0,12,2,0,1,1,15,True,1.6625804921251977,0,13
175070,4,5,0,5,0,6,200,0,12,2,0,1,1,16,True,1.2755308662215037,0,13
175070,4,5,1,5,0,6,189,0,12,2,0,1,1,17,True,1.5269695133450196,0,13
175070,5,5,0,5,0,6,300,0,12,2,0,1,1,18,True,1.2162200177789773,0,13
175070,4,5,0,5,0,6,196,1,12,2,0,1,1,19,True,1.594235828811873,0,13
175070,4,4,0,5,0,5,168,0,12,2,0,1,1,20,True,0.7924406235507454,0,13
175070,4,5,1,5,0,5,135,0,12,2,0,1,1,21,True,1.8633083725679713,0,13
175070,5,5,0,5,0,6,230,0,12,2,0,1,1,22,True,1.5435568631104415,0,13
179320,2,4,1,1,0,4,63,0,108,4,0,2,1,1,True,-1.3262707307295594,0,10
179320,3,4,1,1,0,5,109,0,108,4,0,2,1,2,True,-1.216886448455064,0,10
179320,2,3,1,1,0,4,90,0,108,4,0,2,1,3,True,-2.1690810358612307,0,10
179320,3,5,1,1,0,5,92,0,108,4,0,2,1,4,True,-0.42083854979931584,0,10
179320,2,5,1,1,0,5,86,0,108,4,0,2,1,5,True,-0.8010943222304701,0,10
179320,4,5,1,3,0,5,166,0,108,4,0,2,1,6,True,0.6798888855440838,0,10
179320,3,5,1,3,0,5,110,0,108,4,0,2,1,7,True,0.5334451454925464,0,10
179320,3,5,1,3,0,5,135,0,108,4,0,2,1,8,True,0.41653912930273784,0,10
179320,3,5,1,1,0,5,109,0,108,4,0,2,1,9,True,-0.5003346408083857,0,10
179320,4,5,1,2,0,5,80,1,108,4,0,2,1,10,True,0.8628175677627632,1,10
179320,5,4,0,3,0,5,241,0,108,4,0,2,1,11,True,-0.17906775435531153,0,10
179320,2,3,1,2,0,4,84,0,108,4,0,2,1,12,True,-1.6217955785014146,0,10
179320,3,5,1,3,0,5,144,0,108,4,0,2,1,13,True,0.3744529634744067,0,10
179320,4,4,1,3,0,5,152,0,108,4,0,2,1,14,True,0.028804446963698438,0,10
179320,3,5,1,3,0,5,143,0,108,4,0,2,1,15,True,0.379129204121999,0,10
179320,3,5,1,2,0,5,189,0,108,4,0,2,1,16,True,-0.35520587914151114,0,10
179320,3,3,1,1,0,4,79,0,108,4,0,2,1,17,True,-1.7093291724210067,0,10
179320,2,5,1,2,0,5,109,0,108,4,0,2,1,18,True,-0.3894198436508317,0,10
179320,3,5,1,2,0,5,110,0,108,4,0,2,1,19,True,0.014217132018284118,0,10
179320,2,5,1,3,0,5,75,0,108,4,0,2,1,20,True,0.2888003518415704,0,10
179320,3,4,1,3,0,5,120,0,108,4,0,2,1,21,True,-0.2298690686300553,0,10
179320,4,4,0,2,0,5,129,0,108,4,0,2,1,22,True,-0.58287003161594,0,10
179320,2,2,1,3,0,4,51,0,108,4,0,2,1,23,True,-1.6648034313032825,0,10
179320,3,5,1,3,0,5,88,0,108,4,0,2,1,24,True,0.636322439739578,0,10
179320,3,3,1,2,0,5,101,0,108,4,0,2,1,25,True,-1.3768003174467416,0,10
179320,3,5,1,1,0,5,169,0,108,4,0,2,1,26,True,-0.7809090796639264,0,10
179320,3,4,1,2,0,5,110,0,108,4,0,2,1,27,True,-0.7023346756283942,0,10
179320,3,5,1,2,0,5,129,0,108,4,0,2,1,28,True,-0.07463144028597035,0,10
179320,2,4,1,0,0,5,110,0,108,4,0,2,1,29,True,-2.149103918893627,0,10
179320,3,5,1,2,0,5,99,0,108,4,0,2,1,30,True,0.06565577914179999,0,10
181958,3,4,0,4,0,4,131,0,2,2,0,1,1,1,True,0.12174216197365628,0,3
181958,4,5,1,3,0,5,257,0,2,2,0,1,1,2,True,0.25435098661318034,0,3
181958,4,5,1,4,0,5,118,0,2,2,0,1,1,3,True,1.423576450102779,1,3
181958,3,5,0,0,0,5,120,0,2,2,0,1,1,4,True,-1.2710013014061639,0,3
181958,3,2,1,3,0,5,110,0,2,2,0,1,1,5,True,-1.6162102774474878,0,3
182383,5,3,0,4,0,5,19,0,5,2,0,2,0,1,True,0.6617338752377728,0,17
182383,2,3,0,4,0,4,67,0,5,2,0,2,0,2,True,-0.7038434605438202,0,17
182383,4,3,0,4,0,5,109,0,5,2,0,2,0,3,True,-0.16744099936224688,0,17
182383,4,3,1,3,0,5,136,0,5,2,0,2,0,4,True,-0.6129275103215024,0,17
182383,4,3,0,4,0,5,134,0,5,2,0,2,0,5,True,-0.28434701555205555,0,17
182383,4,3,0,4,0,5,93,0,5,2,0,2,0,6,True,-0.0926211490007694,0,17
182383,4,2,0,4,0,5,110,0,5,2,0,2,0,7,True,-0.8886690476565177,0,17
182383,4,4,1,4,0,5,134,0,5,2,0,2,0,8,True,0.6322047920946227,0,17
182383,5,5,1,4,0,5,235,0,5,2,0,2,0,9,True,1.2847695106511834,0,17
182383,5,5,0,4,0,5,207,0,5,2,0,2,0,10,True,1.2157042487837688,0,17
182383,3,2,0,3,0,5,105,0,5,2,0,2,0,11,True,-1.7928290742095263,0,17
182383,4,3,1,4,0,4,86,0,5,2,0,2,0,12,True,0.22393439978534213,0,17
182383,4,4,1,4,0,5,109,0,5,2,0,2,0,13,True,0.7491108082844313,0,17
182383,4,3,1,4,0,5,92,0,5,2,0,2,0,14,True,0.11205509164682292,0,17
182383,4,4,0,4,0,4,23,0,5,2,0,2,0,15,True,1.0350893682303384,0,17
182383,4,5,0,1,0,5,118,0,5,2,0,2,0,16,True,-0.33410759032000814,0,17
182383,5,5,1,4,0,5,186,0,5,2,0,2,0,17,True,1.513905302383208,1,17
182383,3,2,0,4,0,4,15,0,5,2,0,2,0,18,True,-0.768917538198988,0,17
182383,4,4,1,4,0,5,159,0,5,2,0,2,0,19,True,0.5152987759048141,0,17
182383,3,4,1,1,0,5,118,0,5,2,0,2,0,20,True,-1.2589726142833952,0,17
182383,5,3,0,4,0,4,19,0,5,2,0,2,0,21,True,0.745555739490738,0,17
182383,5,5,0,4,0,5,277,0,5,2,0,2,0,22,True,0.8883674034523046,0,17
182383,4,3,0,4,0,5,104,0,5,2,0,2,0,23,True,-0.14405979612428516,0,17
184281,3,4,1,2,0,5,180,0,0,1,0,1,0,1,True,-1.0296715209598584,0,14
184281,2,3,1,2,0,5,102,0,0,1,0,1,0,2,True,-1.7897897744110418,0,14
184281,3,4,1,2,0,5,224,0,0,1,0,1,0,3,True,-1.2354261094539214,0,14
184281,2,5,1,2,0,5,101,0,0,1,0,1,0,4,True,-0.352009918470093,0,14
184281,2,3,1,2,0,5,86,0,0,1,0,1,0,5,True,-1.7149699240495644,0,14
184281,3,4,1,3,0,5,133,0,0,1,0,1,0,6,True,-0.2906601970487558,0,14
184281,2,3,0,3,0,5,72,1,0,1,0,1,0,7,True,-1.0302745415090093,0,14
184281,3,4,1,2,0,5,112,0,0,1,0,1,0,8,True,-0.7116871569235789,0,14
184281,3,5,0,2,0,5,152,0,0,1,0,1,0,9,True,-0.38218497518059424,0,14
184281,1,2,0,2,0,5,56,0,0,1,0,1,0,10,True,-2.899547728585181,0,14
184281,2,2,1,2,0,5,82,0,0,1,0,1,0,11,True,-2.412816769105873,0,14
184281,4,4,1,2,0,5,224,0,0,1,0,1,0,12,True,-0.8271128931372128,0,14
184281,3,4,1,3,0,5,183,0,0,1,0,1,0,13,True,-0.524472229428373,0,14
184281,3,4,1,3,0,5,112,1,0,1,0,1,0,14,True,0.10754085655068352,1,14
184281,2,2,1,3,0,5,71,0,0,1,0,1,0,15,True,-1.8421501085080945,0,14
184281,3,3,1,3,0,5,162,0,0,1,0,1,0,16,True,-1.142822983475612,0,14
184281,3,3,1,3,0,5,183,0,0,1,0,1,0,17,True,-1.2410240370750514,0,14
184281,2,3,0,3,0,5,63,0,0,1,0,1,0,18,True,-1.288188375680678,0,14
185711,3,3,1,0,0,5,134,1,4,2,0,1,1,1,True,-2.269572285765814,0,NO_PURCHASE
185711,2,3,1,0,0,4,76,0,4,2,0,1,1,2,True,-2.6228416802692007,0,NO_PURCHASE
188957,4,3,1,3,0,5,140,0,61,2,2,1,1,1,True,-0.6316324729118719,0,6
188957,2,3,0,3,0,4,159,0,61,2,2,1,1,2,True,-1.653285613596578,0,6
188957,2,4,1,3,0,4,145,0,61,2,2,1,1,3,True,-0.671266436883607,0,6
188957,2,4,0,3,0,4,119,0,61,2,2,1,1,4,True,-0.749684180046206,0,6
188957,4,3,1,3,0,5,177,0,61,2,2,1,1,5,True,-0.8046533768727886,0,6
188957,4,4,1,3,0,5,153,0,61,2,2,1,1,6,True,0.024128206316106016,1,6
188957,3,3,0,3,0,5,153,0,61,2,2,1,1,7,True,-1.300736817647281,0,6
188957,4,4,0,3,0,5,246,0,61,2,2,1,1,8,True,-0.6107621739099819,0,6
189829,4,5,1,4,0,0,105,0,9,1,0,1,1,1,True,1.903476899786305,1,1
189829,4,4,1,4,0,0,102,0,9,1,0,1,1,2,True,1.2009538140824034,0,1
189829,4,5,1,4,0,0,151,0,9,1,0,1,1,3,True,1.688369829997057,0,1
189829,3,3,1,4,0,0,142,0,9,1,0,1,1,4,True,-0.1109608357846773,0,1
189829,4,4,1,4,0,0,143,1,9,1,0,1,1,5,True,1.3092279475311173,0,1
189829,3,3,1,1,0,0,50,0,9,1,0,1,1,6,True,-1.2384307366289684,0,1
189829,4,4,1,0,0,0,105,1,9,1,0,1,1,7,True,-0.5899869617574225,0,1
189829,3,4,1,4,0,0,159,0,9,1,0,1,1,8,True,0.5260948808529312,0,1
189829,4,4,1,4,0,0,160,0,9,1,0,1,1,9,True,0.9297318565220475,0,1
189829,4,4,1,4,0,0,162,0,9,1,0,1,1,10,True,0.9203793752268629,0,1
189829,4,5,0,1,0,0,151,0,9,1,0,1,1,11,True,-0.06931421042572983,0,1
189829,4,5,1,4,0,0,166,0,9,1,0,1,1,12,True,1.618226220283172,0,1
189829,4,4,1,1,0,0,121,0,9,1,0,1,1,13,True,-0.44557879864463784,0,1
189829,3,3,0,4,0,0,75,0,9,1,0,1,1,14,True,0.002347287604009818,0,1
189829,3,3,1,3,0,0,117,0,9,1,0,1,1,15,True,-0.5132828330691309,0,1
189829,4,5,1,4,0,0,211,0,9,1,0,1,1,16,True,1.4077953911415166,0,1
189829,2,5,1,4,0,0,84,0,9,1,0,1,1,17,True,1.1850515207523271,0,1
189829,4,3,0,4,0,0,159,0,9,1,0,1,1,18,True,0.017856289522961588,0,1
189829,4,4,0,4,0,0,153,0,9,1,0,1,1,19,True,0.7624655410551939,0,1
189829,3,3,1,0,0,0,108,0,9,1,0,1,1,20,True,-2.028880707663587,0,1
189829,3,4,1,0,0,0,110,0,9,1,0,1,1,21,True,-1.3216813813120931,0,1
189829,4,4,1,4,0,0,168,0,9,1,0,1,1,22,True,0.8923219313413088,0,1
189829,2,4,0,4,0,0,82,0,9,1,0,1,1,23,True,0.27785219440083353,0,1
189829,2,5,1,1,0,0,117,0,9,1,0,1,1,24,True,-0.5269484610410071,0,1
189829,3,3,1,0,0,0,95,0,9,1,0,1,1,25,True,-1.9680895792448863,0,1
189829,3,3,1,0,0,0,78,0,9,1,0,1,1,26,True,-1.8885934882358164,0,1
190668,3,5,1,1,0,5,106,0,121,2,0,1,1,1,True,-0.4863059188656087,0,NO_PURCHASE
190848,2,3,1,3,0,4,54,0,12,2,1,1,1,1,True,-0.962280345599382,0,12
190848,3,4,1,1,0,5,85,0,12,2,1,1,1,2,True,-1.104656672912848,0,12
190848,2,2,0,2,0,4,42,0,12,2,1,1,1,3,True,-2.3419452789492143,0,12
190848,3,4,1,1,0,5,89,0,12,2,1,1,1,4,True,-1.1233616355032172,0,12
190848,2,3,1,2,0,4,59,0,12,2,1,1,1,5,True,-1.504889562311606,0,12
190848,2,3,1,3,0,5,70,0,12,2,1,1,1,6,True,-1.1209220602138246,0,12
190848,2,3,1,3,0,4,60,0,12,2,1,1,1,7,True,-0.9903377894849361,0,12
190848,2,3,1,2,0,4,55,0,12,2,1,1,1,8,True,-1.4861845997212366,0,12
190848,3,4,1,3,0,5,84,0,12,2,1,1,1,9,True,-0.06152440531673081,0,12
190848,3,4,1,2,0,5,88,0,12,2,1,1,1,10,True,-0.5994573813813626,0,12
190848,2,3,1,3,0,4,49,0,12,2,1,1,1,11,True,-0.9388991423614202,0,12
190848,3,5,1,3,0,5,89,0,12,2,1,1,1,12,True,0.6316461990919857,1,12
190848,3,4,1,2,0,5,70,0,12,2,1,1,1,13,True,-0.5152850497247004,0,12
190848,3,4,1,3,0,5,76,1,12,2,1,1,1,14,True,0.27588551986400794,0,12
190848,2,5,1,3,0,4,79,0,12,2,1,1,1,15,True,0.35391725350416614,0,12
190848,3,4,1,3,0,5,79,0,12,2,1,1,1,16,True,-0.03814320207876909,0,12
190848,3,3,1,3,0,5,79,0,12,2,1,1,1,17,True,-0.7546950097254475,0,12
190848,2,3,1,3,0,4,44,0,12,2,1,1,1,18,True,-0.9155179391234585,0,12
190848,2,2,1,3,0,4,50,0,12,2,1,1,1,19,True,-1.6601271906556903,0,12
190848,2,3,1,2,0,4,47,0,12,2,1,1,1,20,True,-1.448774674540498,0,12
190848,3,3,1,3,0,4,69,0,12,2,1,1,1,21,True,-0.6241107389965589,0,12
190848,2,3,1,2,0,4,44,1,12,2,1,1,1,22,True,-1.1347459525977208,0,12
190848,3,4,1,3,0,5,109,0,12,2,1,1,1,23,True,-0.17843042150653943,0,12
190848,3,4,1,3,0,5,76,1,12,2,1,1,1,24,True,0.27588551986400794,0,12
190848,3,4,1,3,0,5,69,0,12,2,1,1,1,25,True,0.008619204397154356,0,12
190848,2,2,1,2,0,4,42,0,12,2,1,1,1,26,True,-2.141945278949214,0,12
190848,2,2,1,2,0,4,47,0,12,2,1,1,1,27,True,-2.165326482187176,0,12
190848,3,4,1,2,0,5,69,0,12,2,1,1,1,28,True,-0.510608809077108,0,12
190848,2,3,1,2,0,4,42,1,12,2,1,1,1,29,True,-1.125393471302536,0,12
190848,2,3,1,2,0,4,50,0,12,2,1,1,1,30,True,-1.462803396483275,0,12
193139,3,4,1,3,0,5,125,1,139,2,2,1,1,1,True,0.046749728131983026,0,16
193139,2,4,1,3,0,5,139,1,139,2,2,1,1,2,True,-0.427030857251018,0,16
193139,4,4,1,3,0,6,161,0,139,2,2,1,1,3,True,-0.09710358311759792,0,16
193139,2,3,0,3,0,5,104,0,139,2,2,1,1,4,True,-1.4799142422319642,0,16
193139,3,4,1,3,0,5,159,1,139,2,2,1,1,5,True,-0.11224245388615667,0,16
193139,3,5,1,3,0,6,187,1,139,2,2,1,1,6,True,0.38955275137497075,0,16
193139,3,5,0,3,0,5,249,0,139,2,2,1,1,7,True,-0.31655230452278926,0,16
193139,3,3,1,2,0,5,125,1,139,2,2,1,1,8,True,-1.1890300929889577,0,16
193139,4,4,1,2,0,6,189,1,139,2,2,1,1,9,True,-0.44726633472444605,0,16
193139,4,5,1,2,0,6,170,0,139,2,2,1,1,10,True,0.05813404522648691,0,16
193139,4,5,1,2,0,6,190,0,139,2,2,1,1,11,True,-0.035390767725359984,0,16
193139,4,4,1,3,0,6,215,0,139,2,2,1,1,12,True,-0.3496205780875845,0,16
193139,3,5,1,2,0,5,140,0,139,2,2,1,1,13,True,-0.12607008740948622,0,16
193139,4,5,1,3,0,6,277,0,139,2,2,1,1,14,True,0.07700430940836833,0,16
193139,4,5,1,1,0,6,225,0,139,2,2,1,1,15,True,-0.7182872038653543,0,16
193139,4,5,1,3,0,6,207,1,139,2,2,1,1,16,True,0.7043411547398326,1,16
193139,2,2,1,0,0,5,89,1,139,2,2,1,1,17,True,-3.184006480587544,0,16
193139,3,5,1,3,0,6,179,1,139,2,2,1,1,18,True,0.42696267655570946,0,16
193139,5,5,1,2,0,6,377,1,139,2,2,1,1,19,True,-0.20153455250841984,0,16
193225,2,3,1,2,0,4,58,0,1,1,0,1,1,1,True,-1.5002133216640137,0,2
193225,3,5,1,2,0,5,85,0,1,1,0,1,1,2,True,0.1311231482080928,1,2
193225,3,5,1,0,0,5,90,0,1,1,0,1,1,3,True,-0.9307140819783934,0,2
